--- scanner 0 ---
37,-100,11
877,-374,-446
-678,502,-338
-748,-607,-379
-298,612,393
-242,-721,760
-274,537,564
630,825,-418
597,-850,770
824,796,689
698,765,-352
-675,-725,-395
724,745,557
859,704,629
-741,493,-493
602,-740,666
949,-494,-341
558,-651,794
137,37,-57
-698,-682,-298
959,-450,-333
-313,-613,771
-803,473,-354
700,785,-341

--- scanner 13 ---
631,604,-454
-817,-695,-605
516,482,746
-578,-506,500
652,-819,595
-580,-463,625
-828,-705,-612
467,687,714
-595,730,-755
-827,289,806
612,-703,584
656,630,-550
773,-738,-514
477,615,742
755,-933,-584
-767,670,-691
-670,734,-677
-842,-772,-528
-849,430,853
-36,-136,9
717,-709,626
-886,388,754
636,667,-472
742,-939,-546
-689,-506,668

--- scanner 14 ---
-592,-933,767
482,-632,-548
765,757,448
884,-705,475
145,37,99
-690,290,-569
-257,630,542
-747,342,-501
-789,-755,-638
902,-748,527
-359,640,679
465,-673,-678
463,272,-353
550,-685,-505
37,-116,-30
687,779,562
474,418,-472
513,461,-324
-773,256,-556
-350,-934,798
611,782,530
-277,491,638
-770,-880,-690
-467,-878,725
-699,-770,-681
882,-738,608

--- scanner 15 ---
692,571,-641
-550,-318,-456
606,866,858
589,-298,607
764,-624,-331
-362,855,-565
795,-642,-322
-732,-647,718
-719,-363,-448
545,938,866
-386,769,754
571,869,719
61,141,120
-779,-523,636
-391,836,663
-377,757,506
-363,830,-538
785,655,-559
645,582,-578
-214,933,-531
-803,-494,697
-595,-338,-543
497,-388,564
842,-512,-414
489,-349,696

--- scanner 16 ---
-587,-696,-689
-853,-571,522
-603,275,-878
478,-988,-677
-891,-428,509
586,-665,400
-793,-498,587
-616,358,-844
495,791,-504
-489,624,724
25,-61,-5
527,-707,492
-548,301,-792
407,-891,-627
399,362,697
509,-574,467
338,426,596
-110,-186,101
329,-970,-571
-559,683,812
-481,-759,-794
591,771,-643
-529,744,809
332,472,711
-596,-675,-741
632,689,-494

--- scanner 17 ---
803,419,503
-562,-391,649
-722,622,-299
-735,-476,637
-670,478,-359
695,-637,666
764,-564,737
659,-370,-384
510,-452,-395
-602,863,567
-723,568,-266
831,612,465
-88,55,58
-692,-408,690
801,564,-515
-868,-782,-575
-559,773,552
662,-440,-284
793,793,-501
740,703,-551
-900,-642,-693
736,-528,733
-550,844,442
-768,-652,-592
816,441,530

--- scanner 18 ---
-635,-572,-319
-674,846,447
781,-415,442
-637,927,422
-529,-439,981
700,-425,462
126,163,109
611,715,583
717,-610,-422
-429,685,-483
602,753,-378
877,-491,-433
844,-585,-285
492,566,565
72,37,-13
604,886,-481
-674,-440,-311
-725,-529,-411
-666,860,402
-279,674,-361
584,614,599
833,-458,460
581,734,-546
-376,-418,910
-445,754,-355
-500,-500,957

--- scanner 19 ---
569,-808,-703
657,-575,870
613,626,793
266,851,-626
688,-817,871
549,614,679
-544,640,-403
344,772,-570
-650,577,-508
415,869,-520
-659,556,-456
-171,3,86
-791,-468,707
-800,-397,817
432,-910,-693
-46,56,-61
644,727,669
-611,681,697
-705,779,692
-611,-420,-405
-679,-477,-353
-679,621,739
-748,-378,692
528,-890,-554
-666,-394,-319
615,-700,815

--- scanner 20 ---
-697,750,790
-899,728,-576
331,654,-560
-498,726,751
321,-757,424
-784,-824,-809
381,740,805
-608,622,746
459,-619,-371
-784,735,-515
-185,-102,156
-716,-804,-609
570,-451,-371
-905,-827,-679
-894,780,-431
568,-576,-328
-974,-490,471
-898,-377,389
320,661,-570
306,577,-637
553,804,865
478,726,869
0,73,29
-854,-385,399
299,-804,565
262,-705,523

--- scanner 21 ---
309,504,-303
-837,-519,818
729,456,594
753,627,669
-496,-327,-495
286,-430,713
424,555,-264
727,728,589
-752,664,651
-674,701,603
-62,85,-18
371,494,-351
-547,773,-334
-892,-371,892
-756,838,665
207,-595,-837
-515,-412,-495
297,-503,-786
-578,715,-411
-559,583,-342
364,-564,-753
-495,-475,-385
-819,-472,941
224,-291,733
349,-275,704

--- scanner 22 ---
-633,-466,-382
138,-81,-97
742,676,309
603,580,329
541,-795,-564
-636,691,-850
632,-842,350
634,-831,370
-612,-619,-311
533,-750,-395
-593,743,-832
894,688,-559
-32,91,43
628,-775,-519
891,656,-635
-821,451,644
752,539,411
869,770,-713
-551,-590,-335
-638,-827,719
-766,-868,696
-822,420,402
702,-765,310
-626,610,-830
-827,-882,711
-766,493,519

--- scanner 23 ---
-463,775,776
-454,-491,490
609,830,-740
-567,770,666
-444,-627,-483
-86,3,-74
840,939,847
-439,814,577
773,-464,-788
693,804,851
583,-468,404
654,-557,-869
654,850,864
558,-499,293
-409,-407,380
-544,548,-870
593,967,-596
-347,-520,-466
-461,-552,375
-604,513,-778
-676,648,-819
-401,-453,-403
685,-481,-760
43,103,67
694,843,-630
441,-485,319

--- scanner 24 ---
-409,-442,377
-312,-646,-887
-563,401,-581
704,445,-842
-540,492,235
602,-599,-593
-263,-707,-927
-345,356,-599
712,-636,272
700,-551,-623
725,286,-877
478,347,233
-526,721,243
-576,631,296
708,-600,300
-458,409,-603
-309,-512,374
-394,-666,-894
59,-8,-107
701,316,-811
-420,-524,526
505,369,220
440,540,205
641,-709,341
670,-384,-586

--- scanner 25 ---
468,-614,-841
702,666,417
426,778,-647
-552,433,-771
700,637,331
-706,-796,-512
334,731,-517
-633,547,741
27,-48,-51
-595,525,-861
-514,536,581
460,-783,-796
655,775,335
796,-465,724
-539,399,708
821,-619,642
818,-543,610
343,700,-535
-666,-346,697
-684,425,-810
-709,-328,645
-699,-348,564
555,-659,-821
-624,-843,-636
-685,-867,-665
